weather_id,timestamp,latitude,longitude,port_id,wind_speed,wave_height,visibility,precipitation,storm_probability,cyclone_probability,weather_severity
65,2023-04-13T12:00:00Z,42.7268,133.1494,26,14.0,1.25,9.8,0.5,0.4,0.02,0.297
66,2026-02-04T12:00:00Z,23.091,70.2295,12,8.2,1.59,9.7,0.7,0.255,0.02,0.237
67,2023-01-17T00:00:00Z,22.7061,69.7049,11,11.5,1.7,9.7,0.5,0.338,0.02,0.291
68,2024-08-18T18:00:00Z,42.5446,133.195,26,9.1,0.4,9.9,0.5,0.278,0.02,0.171
69,2023-12-10T12:00:00Z,22.4537,88.4912,7,13.3,1.9,9.7,1.4,0.383,0.02,0.33
70,2023-10-20T18:00:00Z,13.1399,80.2075,8,8.5,1.27,9.8,0.2,0.263,0.02,0.22
71,2022-07-04T12:00:00Z,-25.6775,32.4169,24,18.0,2.96,9.5,1.3,0.5,0.02,0.467
72,2023-01-15T06:00:00Z,1.3336,104.0391,28,8.5,0.9,9.8,0.3,0.263,0.02,0.196
73,2022-10-02T18:00:00Z,1.3807,103.7831,28,2.0,0.57,9.9,0.5,0.1,0.02,0.081
74,2025-08-29T12:00:00Z,-0.3996,117.1272,21,2.0,0.4,9.9,0.7,0.1,0.02,0.07
75,2025-08-28T00:00:00Z,-20.2074,118.5809,18,6.0,1.43,9.7,0.2,0.2,0.02,0.195
76,2024-04-09T06:00:00Z,-6.0552,106.9104,20,4.6,0.4,9.9,1.7,0.165,0.02,0.107
77,2021-09-03T12:00:00Z,22.8512,69.8465,11,25.3,3.48,5.4,15.7,0.683,0.02,0.606
78,2025-06-13T00:00:00Z,19.0006,72.8119,13,25.8,2.94,5.5,4.3,0.695,0.02,0.577
79,2022-09-12T12:00:00Z,18.9652,72.7743,13,25.1,2.63,5.5,4.0,0.678,0.02,0.546
80,2023-02-15T06:00:00Z,-21.3673,149.145,15,9.4,1.48,9.7,0.2,0.285,0.02,0.247
81,2025-08-25T06:00:00Z,-21.3576,149.4493,15,14.1,1.74,9.7,0.1,0.403,0.02,0.331
82,2023-03-23T00:00:00Z,31.3469,121.3581,32,5.6,0.89,9.8,0.0,0.19,0.02,0.154
83,2024-09-21T18:00:00Z,-1.313,116.9173,19,2.0,0.65,9.9,0.0,0.1,0.02,0.087
84,2024-02-12T12:00:00Z,-32.9095,151.5075,17,13.8,1.99,9.6,0.2,0.395,0.02,0.343
85,2025-04-26T18:00:00Z,13.3912,80.4761,9,3.2,0.4,9.9,0.6,0.13,0.02,0.087
86,2024-06-17T06:00:00Z,-1.1807,116.9849,19,2.0,0.47,9.9,0.3,0.1,0.02,0.075
87,2021-12-11T00:00:00Z,17.6807,83.2014,3,6.9,1.2,9.8,,0.223,0.02,0.193
88,2024-05-20T12:00:00Z,-1.379,116.8356,19,4.8,0.57,9.9,0.5,0.17,0.02,0.121
89,2025-05-13T18:00:00Z,-20.0055,34.8484,25,5.2,0.4,9.9,0.9,0.18,0.02,0.115
90,2024-01-06T12:00:00Z,3.1371,101.3813,29,2.0,0.4,9.9,0.1,0.1,0.02,0.07
91,2022-07-13T00:00:00Z,-19.746,34.9351,25,9.0,1.14,9.8,0.3,0.275,0.02,0.219
92,2022-11-18T06:00:00Z,13.0433,80.2601,8,10.1,0.4,9.9,0.3,0.302,0.02,0.185
93,2024-01-21T12:00:00Z,-0.4136,117.2867,21,10.8,1.63,9.7,0.1,0.32,0.02,0.277
94,2022-05-10T00:00:00Z,13.0552,80.3802,8,6.7,0.62,9.9,0.0,0.218,0.02,0.151
95,2021-11-01T06:00:00Z,19.3736,85.0059,5,19.8,2.41,9.6,0.9,0.545,0.02,0.456
96,2022-03-28T00:00:00Z,-20.1768,118.5671,18,7.7,1.48,9.7,2.0,0.242,0.02,0.223
97,2023-05-08T00:00:00Z,17.6845,83.1186,3,8.4,1.27,9.8,0.8,0.26,0.02,0.219
98,2023-06-17T12:00:00Z,-6.1722,106.8806,20,13.5,1.2,9.8,2.5,0.388,0.02,0.286
99,2021-07-19T00:00:00Z,1.355,103.8945,28,12.9,1.75,9.7,0.5,0.372,0.02,0.314
100,2022-11-07T18:00:00Z,7.0149,79.7562,30,9.0,0.5,9.9,1.0,0.275,0.02,0.176
101,2024-11-16T00:00:00Z,18.913,72.9091,13,2.9,1.21,9.8,2.7,0.122,0.02,0.137
102,2025-05-10T18:00:00Z,6.9551,79.8578,30,10.9,1.33,9.8,0.4,0.323,0.02,0.258
103,2022-08-21T12:00:00Z,-6.0719,106.9029,20,20.8,2.71,9.5,0.1,0.57,0.02,0.49
104,2025-04-07T18:00:00Z,21.9745,88.0468,6,2.0,0.4,9.9,1.5,0.1,0.02,0.07
105,2021-07-12T00:00:00Z,-1.1839,116.6872,19,23.3,,9.5,0.3,0.633,0.02,0.529
106,2021-08-29T00:00:00Z,13.1553,80.4812,8,24.3,2.72,9.5,9.3,0.658,0.02,0.541
107,2023-04-19T06:00:00Z,39.3125,-76.7808,23,6.3,1.31,9.8,2.5,0.208,0.02,0.192
108,2023-04-20T06:00:00Z,22.5808,88.2507,7,14.2,1.24,9.8,0.0,0.405,0.02,0.299
109,2021-07-14T18:00:00Z,18.9482,73.1549,13,23.1,2.82,5.5,18.1,0.628,0.02,0.53
110,2023-07-18T12:00:00Z,42.7911,133.096,26,2.0,0.4,9.9,0.3,0.1,0.02,0.07
111,2025-05-21T06:00:00Z,39.0599,-76.5772,23,9.1,0.95,9.8,1.8,0.278,0.02,0.207
112,2023-08-19T00:00:00Z,10.0411,76.1731,14,27.9,3.7,9.3,0.0,0.748,0.02,0.657
113,2022-01-29T12:00:00Z,17.8408,83.3529,2,2.0,0.4,9.9,1.2,0.1,0.02,0.07
114,2025-01-07T00:00:00Z,12.9892,80.3647,8,2.0,0.4,9.9,0.6,0.1,0.02,0.07
115,2021-10-08T06:00:00Z,-19.9057,34.7045,25,20.0,2.71,9.5,0.4,0.55,0.02,0.479
116,2025-08-01T06:00:00Z,-21.1591,149.2507,15,10.5,2.15,9.6,1.2,0.312,0.02,0.307
117,2022-05-04T12:00:00Z,20.2724,86.6254,1,9.0,1.01,9.8,1.0,0.275,0.02,0.21
118,2021-02-18T00:00:00Z,21.8284,88.1476,6,14.5,1.06,9.8,0.7,0.413,0.02,0.291
119,2023-06-05T12:00:00Z,20.3239,86.7274,1,32.0,3.6,5.4,9.7,0.85,0.02,0.708
120,2025-01-16T06:00:00Z,-21.4425,149.265,15,9.3,,9.8,0.7,0.283,0.02,0.206
121,2021-01-03T00:00:00Z,49.0199,140.4087,27,14.8,1.81,9.7,1.0,0.42,0.02,0.345
122,2022-01-09T06:00:00Z,19.4797,84.9287,5,2.0,0.74,9.9,,0.1,0.02,0.093
123,2025-09-23T00:00:00Z,-6.2038,106.9049,20,19.0,1.63,9.7,0.2,0.525,0.02,0.393
124,2023-04-14T06:00:00Z,13.3717,80.4482,9,12.4,1.43,9.7,1.0,0.36,0.02,0.286
125,2022-11-15T06:00:00Z,-19.9877,34.8401,25,17.4,2.18,9.6,0.5,0.485,0.02,0.407
126,2024-11-01T00:00:00Z,22.9903,70.3602,12,16.0,1.66,9.7,0.8,0.45,0.02,0.352
127,2025-11-22T12:00:00Z,23.1013,70.2692,12,10.1,1.14,9.8,0.3,0.302,0.02,0.234
128,2022-10-19T12:00:00Z,49.015,140.329,27,5.8,0.69,9.9,0.1,0.195,0.02,0.143
129,2022-06-10T00:00:00Z,17.609,83.3252,2,30.7,3.95,5.3,13.7,0.818,0.02,0.713
130,2024-01-24T12:00:00Z,20.6944,86.9327,4,4.8,1.45,9.7,0.6,0.17,0.02,0.18
131,2025-11-01T12:00:00Z,-23.8593,151.2989,16,19.5,1.97,9.6,0.6,0.538,0.02,0.423
132,2024-04-14T00:00:00Z,18.8639,72.8096,13,10.6,1.54,9.7,0.1,0.315,0.02,0.268
133,2021-12-01T06:00:00Z,18.9199,73.091,13,4.6,0.69,9.9,0.7,0.165,0.02,0.126
134,2023-12-18T12:00:00Z,36.7834,-76.2658,22,7.9,,9.8,0.6,0.247,0.02,0.209
135,2022-03-25T00:00:00Z,20.9091,86.8932,4,12.0,,9.9,0.2,0.35,0.02,0.237
136,2021-10-15T18:00:00Z,7.1293,79.7675,30,10.4,1.29,9.8,0.8,0.31,0.02,0.248
137,2025-09-23T06:00:00Z,20.7463,87.0112,4,23.5,3.25,9.4,12.8,0.638,0.02,0.565
138,2025-10-11T12:00:00Z,9.9192,76.0571,14,18.9,2.32,9.6,1.0,0.522,0.02,0.437
139,2025-05-04T18:00:00Z,22.5572,88.3649,7,11.0,1.87,9.7,0.6,0.325,0.02,0.295
140,2021-05-09T00:00:00Z,17.6919,83.3178,3,15.6,1.53,9.7,0.3,0.44,0.02,0.338
141,2021-12-01T06:00:00Z,39.3047,-76.6774,23,11.2,0.4,9.9,0.4,0.33,0.02,0.2
142,2023-04-15T12:00:00Z,-19.9196,34.7672,25,2.0,0.44,9.9,0.5,0.1,0.02,0.073
143,2022-11-24T12:00:00Z,1.3808,103.8639,28,20.4,1.8,9.7,0.6,0.56,0.02,0.424
144,2025-10-14T06:00:00Z,6.9493,79.9864,30,20.4,2.67,9.5,1.8,0.56,0.02,0.482
145,2021-12-26T00:00:00Z,8.9218,78.318,10,10.7,1.42,9.7,0.4,0.318,0.02,0.261
146,2025-09-08T00:00:00Z,39.3953,-76.7221,23,10.5,1.08,9.8,0.0,0.312,0.02,0.236
147,2023-05-07T18:00:00Z,-1.1221,116.8245,19,6.0,0.77,9.9,2.0,0.2,0.02,0.151
148,2021-06-15T00:00:00Z,8.6658,78.2415,10,27.2,2.8,9.5,5.5,0.73,0.02,0.587
149,2021-05-09T00:00:00Z,-0.4511,117.096,21,2.0,0.4,9.9,0.7,0.1,0.02,0.07
150,2022-08-18T00:00:00Z,-21.3275,149.1529,15,8.4,0.55,9.9,0.1,0.26,0.02,0.171
151,2022-08-20T12:00:00Z,13.3999,80.2835,9,21.5,2.46,9.6,0.1,0.588,0.02,0.484
152,2025-01-30T18:00:00Z,-26.1299,32.4695,24,5.7,0.5,9.9,1.4,0.193,0.02,0.129
153,2023-12-09T06:00:00Z,22.9166,69.5714,11,8.0,1.5,9.7,,0.25,0.02,0.228
154,2024-08-11T06:00:00Z,49.1155,140.3274,27,6.4,0.79,9.9,0.5,0.21,0.02,0.158
155,2023-09-07T00:00:00Z,20.7841,86.6607,4,18.5,1.61,9.7,8.6,0.513,0.02,0.385
156,2025-02-06T06:00:00Z,49.1426,140.093,27,6.1,0.76,9.9,2.0,0.203,0.02,0.152
157,2023-02-06T12:00:00Z,51.8864,4.5395,31,2.0,0.4,9.9,0.2,0.1,0.02,0.07
158,2024-03-17T00:00:00Z,-26.0636,32.6023,24,17.2,2.59,9.5,2.2,0.48,0.02,0.431
159,2025-08-09T06:00:00Z,-6.1383,107.0313,20,13.8,1.34,9.8,0.8,0.395,0.02,0.3
160,2022-10-03T00:00:00Z,9.8714,76.2522,14,2.0,0.4,9.9,0.1,0.1,0.02,0.07
161,2024-10-12T06:00:00Z,19.335,84.7587,5,18.6,,9.5,0.1,0.515,0.02,0.456
162,2023-01-12T06:00:00Z,-19.9109,34.8464,25,9.3,1.42,9.7,0.1,0.283,0.02,0.242
163,2022-04-18T06:00:00Z,18.7694,72.8959,13,23.8,2.66,9.5,0.2,0.645,0.02,0.529
164,2022-02-16T06:00:00Z,22.7767,69.6152,11,11.6,1.23,9.8,0.2,0.34,0.02,0.261
165,2022-10-28T00:00:00Z,22.5865,88.2954,7,14.3,,9.7,0.5,0.408,0.02,0.342
166,2021-01-18T06:00:00Z,10.054,76.2998,14,5.8,0.48,9.9,1.8,0.195,0.02,0.129
167,2024-12-11T06:00:00Z,-24.0233,151.2411,16,10.6,1.04,9.8,0.8,0.315,0.02,0.235
168,2025-08-01T12:00:00Z,20.7747,86.7263,4,17.0,1.94,5.7,4.0,0.475,0.02,0.385
169,2026-01-22T12:00:00Z,-23.747,151.1871,16,9.7,0.88,9.8,0.2,0.292,0.02,0.211
170,2022-06-30T00:00:00Z,-25.8724,32.509,24,11.5,2.08,9.6,0.1,0.338,0.02,0.317
171,2022-07-07T12:00:00Z,1.2104,103.8851,28,22.8,2.77,9.5,0.3,0.62,0.02,0.523
172,2023-06-27T00:00:00Z,1.2255,104.0294,28,15.6,1.42,9.7,0.1,0.44,0.02,0.331
173,2023-11-05T06:00:00Z,-21.4263,149.333,15,2.0,0.46,9.9,0.2,0.1,0.02,0.074
174,2021-04-28T18:00:00Z,22.0974,88.0096,6,11.6,,9.7,0.1,0.34,0.02,0.295
175,2024-10-19T12:00:00Z,22.5781,88.3323,7,17.0,1.66,9.7,0.5,0.475,0.02,0.366
176,2024-12-25T18:00:00Z,3.3375,101.4202,29,22.0,2.8,9.5,0.2,0.6,0.02,0.513
177,2024-07-10T12:00:00Z,39.4221,-76.6502,23,6.1,0.6,9.9,0.1,0.203,0.02,0.142
178,2024-07-03T12:00:00Z,-32.944,151.8536,17,10.1,1.12,9.8,0.5,0.302,0.02,0.233
179,2022-11-11T18:00:00Z,-21.2802,149.2684,15,4.7,0.4,9.9,0.6,0.168,0.02,0.108
180,2025-07-24T12:00:00Z,7.0826,79.6655,30,25.0,2.99,9.5,0.6,0.675,0.02,0.569
181,2025-07-28T00:00:00Z,36.8608,-76.439,22,15.4,1.93,9.7,0.6,0.435,0.02,0.362
182,2023-10-19T18:00:00Z,7.1217,79.9347,30,5.9,0.74,9.9,1.3,0.198,0.02,0.148
183,2026-01-03T06:00:00Z,20.971,86.9132,4,10.4,1.65,9.7,1.0,0.31,0.02,0.272
184,2021-03-09T06:00:00Z,22.6397,88.253,7,5.6,0.4,9.9,0.2,0.19,0.02,0.121
185,2024-05-23T00:00:00Z,18.6955,73.0494,13,3.6,0.81,9.9,0.3,0.14,0.02,0.12
186,2023-04-29T12:00:00Z,17.628,83.3521,3,4.4,0.48,9.9,1.2,0.16,0.02,0.109
187,2021-10-04T12:00:00Z,-1.2918,116.8758,19,18.7,2.09,9.6,3.5,0.518,0.02,0.419
188,2024-07-27T18:00:00Z,-6.1069,106.6418,20,9.1,0.98,9.8,0.4,0.278,0.02,0.209
189,2025-12-03T18:00:00Z,-20.09,118.4976,18,17.8,2.69,9.5,0.7,0.495,0.02,0.447
190,2025-12-14T00:00:00Z,21.9732,88.1023,6,11.7,1.85,9.7,2.1,0.342,0.02,0.304
191,2023-10-03T12:00:00Z,36.9007,-76.3798,22,20.1,2.05,9.6,1.2,0.553,0.02,0.437
192,2025-09-14T00:00:00Z,3.0097,101.432,29,12.7,1.25,9.8,,0.367,0.02,0.278
193,2024-03-23T06:00:00Z,52.0076,4.4939,31,12.5,1.15,9.8,2.2,0.362,0.02,0.269
194,2021-10-04T12:00:00Z,3.1278,101.3323,29,8.0,0.7,9.9,0.1,0.25,0.02,0.175
195,2024-12-03T18:00:00Z,22.5105,69.7962,11,10.5,0.9,9.8,0.1,0.312,0.02,0.224
196,2021-03-13T18:00:00Z,13.0524,80.1883,9,12.7,0.97,9.8,2.0,0.367,0.02,0.259
197,2024-09-08T00:00:00Z,31.2188,121.3148,32,20.8,2.39,9.6,1.3,0.57,0.02,0.469
198,2024-07-24T12:00:00Z,-6.0373,106.7665,20,6.6,1.47,9.7,0.4,0.215,0.02,0.207
199,2025-12-01T18:00:00Z,19.2275,84.9859,5,7.5,0.65,9.9,0.4,0.237,0.02,0.164
200,2022-01-28T12:00:00Z,-1.3903,116.8896,19,11.6,1.32,9.8,0.4,0.34,0.02,0.267
201,2025-12-25T00:00:00Z,13.0104,80.2945,8,3.2,0.4,9.9,0.4,0.13,0.02,0.087
202,2021-08-25T00:00:00Z,22.8229,69.6566,11,20.6,1.79,5.7,4.0,0.565,0.02,0.426
203,2021-09-19T18:00:00Z,17.509,83.2228,3,33.5,4.45,5.2,7.8,0.888,0.02,0.786
204,2024-03-14T06:00:00Z,10.085,76.3458,14,12.5,1.38,9.8,,0.362,0.02,0.284
205,2025-10-14T18:00:00Z,20.2535,86.4662,1,35.7,4.53,9.2,1.8,0.943,0.28,0.823
206,2025-11-26T12:00:00Z,19.1345,84.9883,5,13.9,2.32,9.6,0.2,0.398,0.02,0.367
207,2025-03-26T00:00:00Z,22.5072,88.2394,7,13.8,1.99,9.6,0.2,0.395,0.02,0.343
208,2023-08-02T00:00:00Z,-20.5451,118.5636,18,2.0,0.4,9.9,0.7,0.1,0.02,0.07
209,2024-06-10T06:00:00Z,20.4625,86.7297,1,18.3,2.15,9.6,0.1,0.508,0.02,0.418
210,2023-05-31T00:00:00Z,42.7149,133.04,26,18.9,1.77,9.7,1.9,0.522,0.02,0.401
211,2025-09-14T00:00:00Z,20.515,86.7358,1,24.6,3.08,9.4,2.3,0.665,0.02,0.569
212,2022-08-16T12:00:00Z,20.7478,86.9393,4,29.8,4.38,5.2,6.4,0.795,0.02,0.729
213,2023-02-08T06:00:00Z,31.1804,121.3311,32,2.0,0.4,9.9,0.1,0.1,0.02,0.07
214,2022-08-30T06:00:00Z,8.8507,78.0453,10,11.2,2.3,9.6,9.7,0.33,0.02,0.327
215,2025-02-19T18:00:00Z,8.7981,77.9059,10,2.0,0.6,9.9,0.7,0.1,0.02,0.083
216,2025-10-13T00:00:00Z,1.2519,103.9409,28,9.8,1.62,9.7,1.4,0.295,0.02,0.262
217,2025-11-07T06:00:00Z,8.6787,78.3011,10,9.2,,9.9,1.6,0.28,0.02,0.172
218,2024-06-20T00:00:00Z,39.2764,-76.6779,23,7.4,0.44,9.9,2.4,0.235,0.02,0.149
219,2022-12-12T18:00:00Z,18.9458,73.305,13,11.2,2.46,9.6,0.6,0.33,0.02,0.338
220,2023-12-01T00:00:00Z,49.158,140.1957,27,4.0,0.78,9.9,3.2,0.15,0.02,0.124
221,2026-02-10T00:00:00Z,18.7832,72.7817,13,5.9,0.69,9.9,0.6,0.198,0.02,0.145
222,2021-12-17T00:00:00Z,20.9322,86.9047,4,5.4,0.68,9.9,0.3,0.185,0.02,0.137
223,2026-01-26T00:00:00Z,17.5666,83.0713,3,18.7,2.08,9.6,0.1,0.518,0.02,0.419
224,2021-09-04T06:00:00Z,6.8864,79.885,30,12.3,0.96,9.8,0.9,0.358,0.02,0.253
225,2021-03-12T00:00:00Z,-19.886,35.0033,25,2.6,0.4,9.9,1.3,0.115,0.02,0.079
226,2026-01-10T18:00:00Z,18.9598,73.0295,13,15.4,1.39,9.7,0.9,0.435,0.02,0.326
227,2022-05-26T12:00:00Z,-1.1098,116.7573,19,13.5,1.65,9.7,0.8,0.388,0.02,0.316
228,2021-11-08T18:00:00Z,49.0401,140.2335,27,10.8,1.98,9.6,0.3,0.32,0.02,0.3
229,2025-09-25T12:00:00Z,22.4899,88.4247,7,26.1,3.08,5.4,4.8,0.703,0.02,0.59
230,2024-03-11T06:00:00Z,-21.2308,149.1889,15,19.8,1.85,9.7,0.5,0.545,0.02,0.419
231,2022-02-14T00:00:00Z,49.1006,140.3001,27,16.0,2.31,9.6,0.4,0.45,0.02,0.396
232,2022-10-17T12:00:00Z,1.2429,103.8573,28,12.0,1.43,9.7,0.5,0.35,0.02,0.28
233,2024-05-05T12:00:00Z,20.3221,86.4319,1,24.8,2.78,9.5,0.1,0.67,0.02,0.552
234,2025-01-11T06:00:00Z,31.0265,121.4838,32,16.7,2.34,9.6,2.4,0.467,0.02,0.407
235,2025-05-26T06:00:00Z,-1.2527,116.8759,19,19.6,3.12,9.4,0.2,0.54,0.02,0.501
236,2022-03-24T00:00:00Z,22.0665,88.0899,6,19.7,2.46,9.6,0.2,0.542,0.02,0.458
237,2023-02-14T00:00:00Z,-25.8969,32.6904,24,2.0,0.4,9.9,0.2,0.1,0.02,0.07
238,2021-02-08T00:00:00Z,18.9222,72.8781,13,9.5,1.23,9.8,0.3,0.288,0.02,0.232
239,2022-03-30T00:00:00Z,6.9352,79.7913,30,2.5,0.4,9.9,0.1,0.113,0.02,0.077
240,2021-06-09T00:00:00Z,48.8892,140.1568,27,2.0,0.51,9.9,1.3,0.1,0.02,0.077
241,2022-08-25T06:00:00Z,52.0887,4.472,31,12.6,1.23,9.8,0.1,0.365,0.02,0.275
242,2024-04-14T00:00:00Z,19.1719,72.9021,13,4.6,1.16,9.8,0.6,0.165,0.02,0.158
243,2021-04-06T18:00:00Z,-20.2805,118.501,18,11.0,1.28,9.8,0.9,0.325,0.02,0.256
