id,date,route,vessel_class,rate,bdi,bci,bpi,bsi,bunker_price,coal_price,usd_index
56,2021-01-04,Australia-Dhamra,Handysize,33.3,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
57,2021-01-04,Australia-Dhamra,Supramax,26.62,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
58,2021-01-04,Australia-Dhamra,Panamax,22.32,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
59,2021-01-04,Australia-Dhamra,Capesize,16.98,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
60,2021-01-04,Australia-Haldia,Handysize,33.93,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
61,2021-01-04,Australia-Haldia,Supramax,27.83,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
62,2021-01-04,Australia-Haldia,Panamax,22.31,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
63,2021-01-04,Indonesia-Paradip,Handysize,22.41,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
64,2021-01-04,Indonesia-Paradip,Supramax,16.93,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
65,2021-01-04,Indonesia-Paradip,Panamax,13.52,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
66,2021-01-04,Indonesia-Paradip,Capesize,10.38,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
67,2021-01-04,Indonesia-Vizag,Handysize,20.71,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
68,2021-01-04,Indonesia-Vizag,Supramax,16.67,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
69,2021-01-04,Indonesia-Vizag,Panamax,12.87,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
70,2021-01-04,Indonesia-Vizag,Capesize,9.61,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
71,2021-01-04,Indonesia-Dhamra,Handysize,22.09,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
72,2021-01-04,Indonesia-Dhamra,Supramax,16.2,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
73,2021-01-04,Indonesia-Dhamra,Panamax,12.48,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
74,2021-01-04,Indonesia-Dhamra,Capesize,10.67,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
75,2021-01-04,US_East_Coast-Paradip,Panamax,42.89,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
76,2021-01-04,US_East_Coast-Paradip,Capesize,32.54,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
77,2021-01-04,US_East_Coast-Vizag,Panamax,42.2,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
78,2021-01-04,US_East_Coast-Vizag,Capesize,33.84,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
79,2021-01-04,Mozambique-Paradip,Handysize,31.13,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
80,2021-01-04,Mozambique-Paradip,Supramax,25.09,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
81,2021-01-04,Mozambique-Paradip,Panamax,20.3,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
82,2021-01-04,Mozambique-Paradip,Capesize,14.73,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
83,2021-01-04,Russia_Far_East-Vizag,Handysize,34.66,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
84,2021-01-04,Russia_Far_East-Vizag,Supramax,27.24,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
85,2021-01-04,Russia_Far_East-Vizag,Panamax,21.7,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
86,2021-01-04,Russia_Far_East-Vizag,Capesize,16.69,1433.1,1654.0,1357.0,1265.0,409.55,134.3,90.46
87,2021-01-05,Australia-Paradip,Handysize,33.04,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
88,2021-01-05,Australia-Paradip,Supramax,26.06,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
89,2021-01-05,Australia-Paradip,Panamax,21.77,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
90,2021-01-05,Australia-Paradip,Capesize,17.67,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
91,2021-01-05,Australia-Vizag,Handysize,33.33,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
92,2021-01-05,Australia-Vizag,Supramax,26.43,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
93,2021-01-05,Australia-Vizag,Panamax,21.3,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
94,2021-01-05,Australia-Vizag,Capesize,17.3,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
95,2021-01-05,Australia-Gangavaram,Handysize,33.01,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
96,2021-01-05,Australia-Gangavaram,Supramax,25.88,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
97,2021-01-05,Australia-Gangavaram,Panamax,22.26,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
98,2021-01-05,Australia-Gangavaram,Capesize,15.97,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
99,2021-01-05,Australia-Dhamra,Handysize,32.69,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
100,2021-01-05,Australia-Dhamra,Supramax,26.63,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
101,2021-01-05,Australia-Dhamra,Panamax,21.61,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
102,2021-01-05,Australia-Dhamra,Capesize,16.63,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
103,2021-01-05,Australia-Haldia,Handysize,33.32,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
104,2021-01-05,Australia-Haldia,Supramax,26.27,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
105,2021-01-05,Australia-Haldia,Panamax,22.32,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
106,2021-01-05,Indonesia-Paradip,Handysize,22.43,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
107,2021-01-05,Indonesia-Paradip,Supramax,17.41,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
108,2021-01-05,Indonesia-Paradip,Panamax,12.63,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
109,2021-01-05,Indonesia-Paradip,Capesize,9.95,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
110,2021-01-05,Indonesia-Vizag,Handysize,20.88,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
111,2021-01-05,Indonesia-Vizag,Supramax,16.96,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
112,2021-01-05,Indonesia-Vizag,Panamax,13.28,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
113,2021-01-05,Indonesia-Vizag,Capesize,10.4,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
114,2021-01-05,Indonesia-Dhamra,Handysize,22.12,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
115,2021-01-05,Indonesia-Dhamra,Supramax,16.76,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
116,2021-01-05,Indonesia-Dhamra,Panamax,12.93,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
117,2021-01-05,Indonesia-Dhamra,Capesize,10.88,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
118,2021-01-05,US_East_Coast-Paradip,Panamax,42.69,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
119,2021-01-05,US_East_Coast-Paradip,Capesize,33.57,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
120,2021-01-05,US_East_Coast-Vizag,Panamax,42.81,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
121,2021-01-05,US_East_Coast-Vizag,Capesize,33.74,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
122,2021-01-05,Mozambique-Paradip,Handysize,31.18,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
123,2021-01-05,Mozambique-Paradip,Supramax,24.34,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
124,2021-01-05,Mozambique-Paradip,Panamax,20.37,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
125,2021-01-05,Mozambique-Paradip,Capesize,15.97,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
126,2021-01-05,Russia_Far_East-Vizag,Handysize,34.14,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
127,2021-01-05,Russia_Far_East-Vizag,Supramax,27.45,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
128,2021-01-05,Russia_Far_East-Vizag,Panamax,22.62,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
129,2021-01-05,Russia_Far_East-Vizag,Capesize,18.09,1457.7,1871.0,1395.0,1250.0,407.26,134.86,91.21
130,2021-01-06,Australia-Paradip,Handysize,34.51,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
131,2021-01-06,Australia-Paradip,Supramax,26.52,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
132,2021-01-06,Australia-Paradip,Panamax,21.67,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
133,2021-01-06,Australia-Paradip,Capesize,16.19,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
134,2021-01-06,Australia-Vizag,Handysize,33.69,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
135,2021-01-06,Australia-Vizag,Supramax,26.42,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
136,2021-01-06,Australia-Vizag,Panamax,21.81,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
137,2021-01-06,Australia-Vizag,Capesize,16.72,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
138,2021-01-06,Australia-Gangavaram,Handysize,33.99,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
139,2021-01-06,Australia-Gangavaram,Supramax,25.73,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
140,2021-01-06,Australia-Gangavaram,Panamax,20.98,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
141,2021-01-06,Australia-Gangavaram,Capesize,16.4,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
142,2021-01-06,Australia-Dhamra,Handysize,35.29,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
143,2021-01-06,Australia-Dhamra,Supramax,26.61,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
144,2021-01-06,Australia-Dhamra,Panamax,21.5,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
145,2021-01-06,Australia-Dhamra,Capesize,17.1,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
146,2021-01-06,Australia-Haldia,Handysize,33.73,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
147,2021-01-06,Australia-Haldia,Supramax,26.89,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
148,2021-01-06,Australia-Haldia,Panamax,21.84,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
149,2021-01-06,Indonesia-Paradip,Handysize,22.58,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
150,2021-01-06,Indonesia-Paradip,Supramax,16.09,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
151,2021-01-06,Indonesia-Paradip,Panamax,12.83,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
152,2021-01-06,Indonesia-Paradip,Capesize,10.8,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
153,2021-01-06,Indonesia-Vizag,Handysize,22.45,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
154,2021-01-06,Indonesia-Vizag,Supramax,17.38,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
155,2021-01-06,Indonesia-Vizag,Panamax,12.39,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
156,2021-01-06,Indonesia-Vizag,Capesize,10.71,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
157,2021-01-06,Indonesia-Dhamra,Handysize,22.65,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
158,2021-01-06,Indonesia-Dhamra,Supramax,17.96,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
159,2021-01-06,Indonesia-Dhamra,Panamax,13.18,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
160,2021-01-06,Indonesia-Dhamra,Capesize,9.49,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
161,2021-01-06,US_East_Coast-Paradip,Panamax,42.87,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
162,2021-01-06,US_East_Coast-Paradip,Capesize,33.66,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
163,2021-01-06,US_East_Coast-Vizag,Panamax,42.1,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
164,2021-01-06,US_East_Coast-Vizag,Capesize,33.03,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
165,2021-01-06,Mozambique-Paradip,Handysize,32.46,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
166,2021-01-06,Mozambique-Paradip,Supramax,24.61,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
167,2021-01-06,Mozambique-Paradip,Panamax,20.41,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
168,2021-01-06,Mozambique-Paradip,Capesize,15.44,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
169,2021-01-06,Russia_Far_East-Vizag,Handysize,34.77,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
170,2021-01-06,Russia_Far_East-Vizag,Supramax,28.35,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
171,2021-01-06,Russia_Far_East-Vizag,Panamax,22.16,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
172,2021-01-06,Russia_Far_East-Vizag,Capesize,17.6,1528.5,1782.0,1337.0,1321.0,406.29,137.06,91.24
173,2021-01-07,Australia-Paradip,Handysize,33.26,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
174,2021-01-07,Australia-Paradip,Supramax,26.43,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
175,2021-01-07,Australia-Paradip,Panamax,22.04,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
176,2021-01-07,Australia-Paradip,Capesize,16.15,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
177,2021-01-07,Australia-Vizag,Handysize,33.28,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
178,2021-01-07,Australia-Vizag,Supramax,26.19,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
179,2021-01-07,Australia-Vizag,Panamax,21.65,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
180,2021-01-07,Australia-Vizag,Capesize,17.22,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
181,2021-01-07,Australia-Gangavaram,Handysize,33.37,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
182,2021-01-07,Australia-Gangavaram,Supramax,26.05,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
183,2021-01-07,Australia-Gangavaram,Panamax,22.84,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
184,2021-01-07,Australia-Gangavaram,Capesize,16.35,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
185,2021-01-07,Australia-Dhamra,Handysize,33.88,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
186,2021-01-07,Australia-Dhamra,Supramax,26.59,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
187,2021-01-07,Australia-Dhamra,Panamax,21.81,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
188,2021-01-07,Australia-Dhamra,Capesize,16.84,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
189,2021-01-07,Australia-Haldia,Handysize,34.64,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
190,2021-01-07,Australia-Haldia,Supramax,27.15,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
191,2021-01-07,Australia-Haldia,Panamax,22.61,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
192,2021-01-07,Indonesia-Paradip,Handysize,22.83,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
193,2021-01-07,Indonesia-Paradip,Supramax,17.09,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
194,2021-01-07,Indonesia-Paradip,Panamax,13.75,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
195,2021-01-07,Indonesia-Paradip,Capesize,10.62,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
196,2021-01-07,Indonesia-Vizag,Handysize,21.51,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
197,2021-01-07,Indonesia-Vizag,Supramax,17.83,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
198,2021-01-07,Indonesia-Vizag,Panamax,13.1,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
199,2021-01-07,Indonesia-Vizag,Capesize,9.76,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
200,2021-01-07,Indonesia-Dhamra,Handysize,21.94,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
201,2021-01-07,Indonesia-Dhamra,Supramax,16.58,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
202,2021-01-07,Indonesia-Dhamra,Panamax,14.12,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
203,2021-01-07,Indonesia-Dhamra,Capesize,11.22,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
204,2021-01-07,US_East_Coast-Paradip,Panamax,42.64,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
205,2021-01-07,US_East_Coast-Paradip,Capesize,33.73,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
206,2021-01-07,US_East_Coast-Vizag,Panamax,42.77,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
207,2021-01-07,US_East_Coast-Vizag,Capesize,33.84,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
208,2021-01-07,Mozambique-Paradip,Handysize,32.52,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
209,2021-01-07,Mozambique-Paradip,Supramax,25.38,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
210,2021-01-07,Mozambique-Paradip,Panamax,20.07,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
211,2021-01-07,Mozambique-Paradip,Capesize,15.64,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
212,2021-01-07,Russia_Far_East-Vizag,Handysize,35.25,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
213,2021-01-07,Russia_Far_East-Vizag,Supramax,27.58,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
214,2021-01-07,Russia_Far_East-Vizag,Panamax,22.17,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
215,2021-01-07,Russia_Far_East-Vizag,Capesize,17.03,1522.6,1703.0,1457.0,1305.0,402.88,145.68,91.11
216,2021-01-08,Australia-Paradip,Handysize,34.31,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
217,2021-01-08,Australia-Paradip,Supramax,27.19,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
218,2021-01-08,Australia-Paradip,Panamax,21.66,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
219,2021-01-08,Australia-Paradip,Capesize,17.24,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
220,2021-01-08,Australia-Vizag,Handysize,34.03,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
221,2021-01-08,Australia-Vizag,Supramax,25.6,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
222,2021-01-08,Australia-Vizag,Panamax,21.33,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
223,2021-01-08,Australia-Vizag,Capesize,17.85,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
224,2021-01-08,Australia-Gangavaram,Handysize,33.6,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
225,2021-01-08,Australia-Gangavaram,Supramax,25.84,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
226,2021-01-08,Australia-Gangavaram,Panamax,21.57,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
227,2021-01-08,Australia-Gangavaram,Capesize,17.39,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
228,2021-01-08,Australia-Dhamra,Handysize,32.78,1500.1,1834.0,1419.0,1290.0,408.32,148.71,90.37
